,exercise_text,逻辑,集合,集合概念
204,某医疗研究所为了了解某种血清预防感冒的作用把名使用过该血清的人与另外名未使用该血清的人一年中的感冒记录作比较提出假设这种血清不能起到预防感冒的作用已知利用列联表计算得经查临界值表知则下列结论中正确结论的序号是有的把握认为这种血清能起到预防感冒的作用若某人未使用该血清那么他在一年中有的可能性得感冒这种血清预防感冒的有效率为这种血清预防感冒的有效率为答案解析,0,1,1
205,是曲线过坐标原点的充分而不必要条件必要而不充分条件充分必要条件既不充分也不必要条件答案解析,0,1,1
206,已知的定义域为集合的值域为集合则答案解析,0,1,1
207,是函数在上存在零点的充分不必要条件必要不充分条件充要条件既不充分也不必要条件答案解析,0,1,1
208,已知全集为集合则等于或或答案解析,0,1,1
209,下列命题中真命题的是必然事件的概率等于命题若则的逆命题对立事件一定是互斥事件命题相似三角形的对应角相等的逆否命题答案解析试题分析若则的逆命题为若则明显错误为假命题均为真命题考点逻辑与命题,0,1,1
210,已知集合集合满足则集合的个数是答案解析,0,1,1
211,已知全集集合则答案解析,0,1,1
212,命题存在一个无理数它的平方是有理数的否定是任意一个有理数它的平方是有理数任意一个无理数它的平方不是有理数存在一个有理数它的平方是有理数存在一个无理数它的平方不是有理数答案解析,0,1,1
213,设命题函数的最小正周期为命题函数的图象关于直线对称则下列判断正确的是为真綈为假为假为真答案解析,0,1,1
214,设集合则答案解析试题分析又因为故考点集合的运算,0,1,1
215,下列命题正确的个数是已知复数在复平面内对应的点位于第四象限若是实数则的充要条件是或命题的否定答案解析试题分析已知复数在复平面内对应的点位于第四象限是错误的因为为第一象限若是实数则的充要条件是是错误的因为的充要条件是且命题的否定是正确的特称命题的否定是全称命题考点命题真假判断,0,1,1
216,定义集合的一种运算若则中的所有元素数字之和为答案解析试题分析根据题意设则集合中的元素可能为又有集合元素的互异性则其所有元素之和为考点集合的确定性互异性无序性,0,1,1
217,若命题为假命题则实数的取值范围是答案解析试题分析原命题的否命题为且为真命题则开口向上的二次函数值要想大于等于恒成立只需解得故答案为考点命题的真假判断与应用函数恒成立问题,0,1,1
218,下列命题为真命题的是若为真命题则为真命题是的充分不必要条件命题若则的否命题为若则若命题使则使答案解析试题分析若为真命题则至少有一真命题而为真命题则要求都是真命题所以错的解为或所以对否命题应为若则所以错应改为所以错考点真值表充分必要条件四种命题全称量词的否定,0,1,1
219,用表示非空集合中元素的个数定义若且设实数的所有可能取值构成集合则答案解析试题分析由已知得或当时即由两个相等实根即且没有实根即当时即由两个相等实根即且由两个不等实根或不成立当由两个不等实根即且由两个相等实根所以有个值即选考点二次方程根的个数集合元素,0,1,1
220,设集合集合为函数的定义域则答案解析,0,1,1
221,给出下列四个命题命题的否定是若则的最大值为定义在上的奇函数满足则的值为已知随机变量服从正态分布则其中真命题的序号是答案解析,0,1,1
222,设全集集合则答案解析,0,1,1
223,已知全集集合则或或答案解析,0,1,1
224,给出以下四个命题所有真命题的序号为从总体中抽取样本若记则回归直线必过点将函数的图象向右平移个单位得到函数的图象已知数列那么对任意的点都在直线上是为等差数列的充分不必要条件命题若则或的否命题是若则答案解析,0,1,1
225,设则是直线与直线平行充分不必要条件必要不充分条件充分必要条件既不充分也不必要条件答案解析,0,1,1
226,设则或或答案解析,0,1,1
227,下列有关命题的说法正确的是命题若则的否命题为若则是的必要不充分条件命题使得的否定是均有命题若则的逆否命题为真命题答案解析,0,1,1
228,已知则答案解析,0,1,1
229,使得是真命题则实数的取值范围是答案解析,0,1,1
230,设全集则答案解析试题分析因为全集所以又因为所以故选本小题通过集合的列举法表示法考查集合的补集并集的知识属于基础题型考点集合的补集的概念集合的并集的概念,0,1,1
231,若且命题命题则是的充分而不必要条件必要而不充分条件充要条件既不充分也不必要条件答案解析试题分析因为且命题所以可得所以充分性成立又因为由可得或所以必要性不成立故选本小题关键是要熟练掌握二次不等式的解法考点二次不等式的解法对参数的正确理解,0,1,1
232,设是整数集的非空子集如果有则称关于数的乘法是封闭的若是的两个不相交的非空子集且有有有四个命题中至少有一个关于乘法是封闭的中至多有一个关于乘法是封闭的中有且只有一个关于乘法是封闭的中每一个关于乘法都是封闭的其中所有正确命题的序号是答案解析试题分析因为关于乘法封闭的规定是是整数集的非空子集如果有则称关于数的乘法是封闭的如果代表负数集合代表非负数集合则成立且有有但是所以不是乘法封闭所以不正确如果代表奇数集合代表偶数集合则成立且有有显然都是乘法封闭的所以都不正确若都不满足乘法封闭有假设若存在则与题意矛盾所以正确故填考点集合的概念新定义的概念的理解列举特值解题的思想,0,1,1
233,命题的否定是答案解析试题分析直接把语句进行否定即可注意否定时对应对应所以考点命题的否定,0,1,1
234,若是向量则是的充分而不必要条件必要而不充分条件充要条件既不充分也不必要条件答案解析试题分析因为是向量则则根据向量相等的定义可得所以充分性成立若是向量且显然不一定成立所以必要性不成立所以是的充分不必要条件故选本小题关键是对向量的概念的理解考点充要条件向量的概念,0,1,1
235,若集合则答案解析,0,1,1
236,已知集合则或答案解析,0,1,1
237,下列命题是真命题的是是的充要条件是的充分条件答案解析,0,1,1
238,设全集则图中阴影部分表示的集合为答案解析,0,1,1
239,下列命题中真命题是命题若则的否命题是若则命题使得则使得已知命题若为假命题则命题与一真一假的充要条件是答案解析,0,1,1
240,定义平面向量的一种运算则下列命题若则其中真命题是写出所有真命题的序号答案解析,0,1,1
241,已知集合则答案解析,0,1,1
242,已知集合则答案解析,0,1,1
